id,full_name,first_name,last_name,is_active,GP_TOTAL,MIN_PG,AST_PCT_percentile,DREB_PCT_percentile,OREB_PCT_percentile,TOV_PCT_percentile,Midrange_volume_pm_percentile,Midrange_efficiency_percentile,Paint_volume_pm_percentile,Paint_efficiency_percentile,Corner_volume_pm_percentile,Corner_efficiency_percentile,Above_the_break_volume_pm_percentile,Above_the_break_efficiency_percentile,Tight_volume_pm_percentile,Tight_efficiency_percentile,Open_volume_pm_percentile,Open_efficiency_percentile,Catch_and_Shoot_Volume_percentile,Catch_and_Shoot_Efficiency_percentile,Pull_up_Volume_percentile,Pull_up_Efficiency_percentile,Paint_defense_volume_pm_percentile,Paint_defense_deterance_percentile,Perimeter_defense_volume_pm_percentile,Perimeter_defense_deterance_percentile
2544,LeBron James,LeBron,James,True,70,34.96,0.8490196078431372,0.8411764705882353,0.44313725490196076,0.8156862745098039,0.9450980392156862,0.6411764705882353,0.8823529411764706,0.788235294117647,0.16862745098039217,0.32941176470588235,0.6705882352941176,0.7686274509803922,0.8666666666666667,0.8549019607843137,0.8941176470588236,0.4470588235294118,0.3031496062992126,0.8188976377952756,0.8509803921568627,0.5137254901960784,0.047058823529411764,0.40980392156862744,0.30980392156862746,0.8470588235294118
101108,Chris Paul,Chris,Paul,True,82,27.94,0.996078431372549,0.4117647058823529,0.10784313725490197,0.5215686274509804,0.8274509803921568,0.788235294117647,0.0196078431372549,0.6274509803921569,0.22745098039215686,0.307843137254902,0.6392156862745098,0.796078431372549,0.00784313725490196,0.7843137254901961,0.611764705882353,0.3215686274509804,0.14960629921259844,0.5905511811023622,0.8666666666666667,0.903921568627451,0.3215686274509804,0.33137254901960783,0.5529411764705883,0.21372549019607842
201142,Kevin Durant,Kevin,Durant,True,62,36.58,0.3411764705882353,0.6549019607843137,0.052941176470588235,0.7607843137254902,0.9921568627450981,0.9372549019607843,0.6431372549019608,0.7176470588235294,0.5215686274509804,0.9294117647058824,0.5450980392156862,0.9431372549019608,0.9725490196078431,0.807843137254902,0.4666666666666667,0.8745098039215686,0.7519685039370079,0.9645669291338582,0.9176470588235294,0.8529411764705882,0.07058823529411765,0.9313725490196079,0.596078431372549,0.7392156862745098
201143,Al Horford,Al,Horford,True,60,27.67,0.6196078431372549,0.7705882352941177,0.6627450980392157,0.13333333333333333,0.1450980392156863,0.054901960784313725,0.11372549019607843,0.6196078431372549,0.8196078431372549,0.4549019607843137,0.5411764705882353,0.5686274509803921,0.07058823529411765,0.4745098039215686,0.4823529411764706,0.39215686274509803,0.9330708661417323,0.4074803149606299,0.06274509803921569,0.492156862745098,0.7333333333333333,0.8549019607843137,0.9568627450980393,0.5235294117647059
201144,Mike Conley,Mike,Conley,True,71,24.73,0.984313725490196,0.1568627450980392,0.1843137254901961,0.34901960784313724,0.3254901960784314,0.06666666666666667,0.09411764705882353,0.00784313725490196,0.6196078431372549,0.9294117647058824,0.5647058823529412,0.7176470588235294,0.07450980392156863,0.027450980392156862,0.4392156862745098,0.6039215686274509,0.30708661417322836,0.9153543307086615,0.6980392156862745,0.6274509803921569,0.16470588235294117,0.40980392156862744,0.2784313725490196,0.21372549019607842
201566,Russell Westbrook,Russell,Westbrook,True,75,27.92,0.903921568627451,0.5215686274509804,0.703921568627451,0.9803921568627451,0.6705882352941176,0.14901960784313725,0.7333333333333333,0.45098039215686275,0.6274509803921569,0.7274509803921568,0.3686274509803922,0.17254901960784313,0.615686274509804,0.5215686274509804,0.5019607843137255,0.10588235294117647,0.38188976377952755,0.2795275590551181,0.5725490196078431,0.15294117647058825,0.01568627450980392,0.10784313725490197,0.054901960784313725,0.8686274509803922
201572,Brook Lopez,Brook,Lopez,True,80,31.82,0.25098039215686274,0.3627450980392157,0.6529411764705882,0.26666666666666666,0.49019607843137253,0.703921568627451,0.30980392156862746,0.9450980392156862,0.17254901960784313,0.9921568627450981,0.596078431372549,0.5176470588235295,0.21176470588235294,0.9725490196078431,0.43529411764705883,0.5137254901960784,0.7795275590551181,0.46062992125984253,0.2627450980392157,0.403921568627451,0.9450980392156862,0.7647058823529411,0.9490196078431372,0.492156862745098
201587,Nicolas Batum,Nicolas,Batum,True,78,17.49,0.7803921568627451,0.5058823529411764,0.49411764705882355,0.49019607843137253,0.09803921568627451,0.6176470588235294,0.00784313725490196,0.043137254901960784,0.9019607843137255,0.8509803921568627,0.3058823529411765,0.9333333333333333,0.00392156862745098,0.10980392156862745,0.23137254901960785,0.9019607843137255,0.7204724409448819,0.9409448818897638,0.08235294117647059,0.09411764705882353,0.5411764705882353,0.9196078431372549,0.3215686274509804,0.996078431372549
201935,James Harden,James,Harden,True,79,35.32,0.8784313725490196,0.6470588235294118,0.21176470588235294,0.9411764705882353,0.6862745098039216,0.6745098039215687,0.5607843137254902,0.0784313725490196,0.13333333333333333,0.5862745098039216,0.9647058823529412,0.5176470588235295,0.9568627450980393,0.17254901960784313,0.3333333333333333,0.4627450980392157,0.1141732283464567,0.8582677165354331,0.9686274509803922,0.6764705882352942,0.49019607843137253,0.23137254901960785,0.35294117647058826,0.6901960784313725
201939,Stephen Curry,Stephen,Curry,True,70,32.13,0.6882352941176471,0.49019607843137253,0.14313725490196078,0.6,0.8313725490196079,0.884313725490196,0.4196078431372549,0.34509803921568627,0.49411764705882355,0.8941176470588236,1.0,0.8313725490196079,0.7725490196078432,0.396078431372549,0.9921568627450981,0.796078431372549,0.7913385826771654,0.8917322834645669,0.9607843137254902,0.9176470588235294,0.027450980392156862,0.8333333333333334,0.10588235294117647,0.4549019607843137
